Sport,Home,Away,Date/Time,Score,Status,ScrapedAt
,Football,Dearborn Advanced Tech Academy,Detroit Communication Media Arts,46-0,Processed,2025-02-01T18:17:01.473144
,Football,Detroit Renaissance,Detroit Southeastern,6-22,Processed,2025-02-01T18:17:01.514581
,Football,Ithaca,Standish-Sterling,30-22,Processed,2025-02-01T18:17:01.557412
,Football,Lansing Everett,Detroit U of D Jesuit,23-7,Processed,2025-02-01T18:17:01.598415
,Football,Wyoming,Grand Rapids Northview,6-57,Processed,2025-02-01T18:17:01.639416
,Football,Adrian,Three Rivers,10-7,Processed,2025-02-01T18:17:01.684932
,Football,Adrian Madison,Jackson Northwest,22-6,Processed,2025-02-01T18:17:01.724930
,Football,Allegan,Comstock,49-14,Processed,2025-02-01T18:17:01.765442
,Football,Allen Park,Southgate Anderson,20-19 (OT),Processed,2025-02-01T18:17:01.806442
,Football,"Alma
Military Appreciation",Bay City John Glenn,0-38,Processed,2025-02-01T18:17:01.847958
,Football,Alpena,Marquette,0-51,Processed,2025-02-01T18:17:01.890958
,Football,Ann Arbor Father Gabriel Richard,Whitmore Lake,35-13,Processed,2025-02-01T18:17:01.932966
,Football,Ann Arbor Skyline,Temperance Bedford,3-48,Processed,2025-02-01T18:17:01.976476
,Football,Antwerp (OH),West Unity Hilltop (OH),33-6,Processed,2025-02-01T18:17:02.019480
,Football,Arts & Technology Academy of Pontiac,Melvindale Academy for Business & Tech,0-0 Forfeit,Processed,2025-02-01T18:17:02.064565
,Football,Bark River-Harris,Iron Mountain,6-42,Processed,2025-02-01T18:17:02.107566
,Football,Battle Creek Harper Creek,Battle Creek Central,47-0,Processed,2025-02-01T18:17:02.147082
,Football,Battle Creek Lakeview,Grand Ledge,20-47,Processed,2025-02-01T18:17:02.189082
,Football,Bay City Central,Flint Kearsley,12-6 (OT),Processed,2025-02-01T18:17:02.229367
,Football,Belding,Spring Lake,47-22,Processed,2025-02-01T18:17:02.270917
,Football,Birmingham Groves,West Bloomfield,28-13,Processed,2025-02-01T18:17:02.309917
,Football,Birmingham Seaholm,Auburn Hills Avondale,21-7,Processed,2025-02-01T18:17:02.351435
,Football,Blackhawk Christian (IN),Walkterton John Glenn (IN),0-1 Forfeit,Processed,2025-02-01T18:17:02.389431
,Football,Bloomfield Hills,Dearborn Divine Child,0-42,Processed,2025-02-01T18:17:02.429436
,Football,Bowling Green (OH),Whitehouse Anthony Wayne (OH),19-49,Processed,2025-02-01T18:17:02.471949
,Football,Bridgeport,Freeland,0-44,Processed,2025-02-01T18:17:02.510946
,Football,Brighton,Salem,42-29,Processed,2025-02-01T18:17:02.551623
,Football,Bronson,Sand Creek,26-6,Processed,2025-02-01T18:17:02.596626
,Football,Buchanan,White Pigeon,9-16,Processed,2025-02-01T18:17:02.639733
,Football,Burton Atherton,Burton Bendle,27-0,Processed,2025-02-01T18:17:02.683749
,Football,Burton Bentley,Flint Beecher,34-6,Processed,2025-02-01T18:17:02.728949
,Football,Byron Center,East Kentwood,43-20,Processed,2025-02-01T18:17:02.771706
,Football,Cadillac,Escanaba,21-28 (OT),Processed,2025-02-01T18:17:02.815237
,Football,Canton,Howell,14-49,Processed,2025-02-01T18:17:02.856331
,Football,Canton McKinley (OH),Detroit Cass Tech,3-20,Processed,2025-02-01T18:17:02.898330
,Football,Carrollton,Midland Bullock Creek,6-56,Processed,2025-02-01T18:17:02.944431
,Football,Cedar Springs,Ypsilanti Community,32-28,Processed,2025-02-01T18:17:02.988610
,Football,Center Line,Clawson,46-0,Processed,2025-02-01T18:17:03.030611
,Football,Central Montcalm,Newaygo,12-21,Processed,2025-02-01T18:17:03.074129
,Football,Charlotte,Lake Odessa Lakewood,35-0,Processed,2025-02-01T18:17:03.119122
,Football,Chelsea,Detroit East English,48-6,Processed,2025-02-01T18:17:03.159157
,Football,Chesaning,Otisville LakeVille Memorial,50-0,Processed,2025-02-01T18:17:03.200161
,Football,Cincinnati Elder (OH),Springboro HS (OH),30-6,Processed,2025-02-01T18:17:03.240164
,Football,Cincinnati Moeller (OH),St. Leon East Central (IN),42-13,Processed,2025-02-01T18:17:03.279302
,Football,Cleveland Heights (OH),Hudson (OH),14-27,Processed,2025-02-01T18:17:03.317627
,Football,Clinton,Detroit Central,22-12,Processed,2025-02-01T18:17:03.360141
,Football,Clinton Township Chippewa Valley,St Clair Shores Lakeview,28-2,Processed,2025-02-01T18:17:03.400143
,Football,Coldwater,Plainwell,28-16,Processed,2025-02-01T18:17:03.440148
,Football,Comstock Park,Holland Christian,8-37,Processed,2025-02-01T18:17:03.483955
,Football,Constantine,Benton Harbor,64-6,Processed,2025-02-01T18:17:03.525275
,Football,Coopersville,Grand Rapids West Catholic,28-63,Processed,2025-02-01T18:17:03.567004
,Football,Croswell-Lexington,Armada,0-14,Processed,2025-02-01T18:17:03.613620
,Football,Dearborn,Westland John Glenn,17-21,Processed,2025-02-01T18:17:03.657142
,Football,Decatur,Petersburg Summerfield,30-27,Processed,2025-02-01T18:17:03.698139
,Football,Delton Kellogg,Hartford,16-6,Processed,2025-02-01T18:17:03.739149
,Football,Detroit Catholic Central,Toledo Central Catholic (OH),21-7,Processed,2025-02-01T18:17:03.781206
,Football,Detroit Cody,Detroit Loyola,0-41,Processed,2025-02-01T18:17:03.822408
,Football,Detroit Edison,Warren Michigan Collegiate,12-22,Processed,2025-02-01T18:17:03.862178
,Football,Detroit Henry Ford,Detroit Northwestern,51-8,Processed,2025-02-01T18:17:03.905178
,Football,Detroit Lincoln-King,Detroit Old Redford,28-24,Processed,2025-02-01T18:17:03.947921
,Football,Detroit Martin Luther King,Warren De La Salle Collegiate,13-35,Processed,2025-02-01T18:17:03.996070
,Football,Detroit Osborn,Redford Westfield Prep,30-14,Processed,2025-02-01T18:17:04.041078
,Football,Detroit University Prep Science & Math,Ecorse,40-22,Processed,2025-02-01T18:17:04.083589
,Football,Detroit Western,Hamtramck,22-16,Processed,2025-02-01T18:17:04.128586
,Football,Dexter,Saline,1-0 Forfeit,Processed,2025-02-01T18:17:04.169102
,Football,Dublin Coffman (OH),Cleveland St Ignatius (OH),21-35,Processed,2025-02-01T18:17:04.214104
,Football,Dundee,Erie Mason,53-0,Processed,2025-02-01T18:17:04.257811
,Football,East Grand Rapids,Grand Rapids South Christian,28-42,Processed,2025-02-01T18:17:04.303816
,Football,East Jackson,Vandercook Lake,28-43,Processed,2025-02-01T18:17:04.350331
,Football,Eastpointe,Clinton Township Clintondale,0-62,Processed,2025-02-01T18:17:04.395878
,Football,Eaton Rapids,Ionia,7-43,Processed,2025-02-01T18:17:04.441883
,Football,Edon (OH),Hicksville (OH),48-8,Processed,2025-02-01T18:17:04.487922
,Football,Edwardsburg,St Joseph,29-36,Processed,2025-02-01T18:17:04.533405
,Football,Elk Rapids,Boyne City,6-48,Processed,2025-02-01T18:17:04.578088
,Football,Essexville Garber,Flint Powers Catholic,20-30,Processed,2025-02-01T18:17:04.622464
,Football,Farmington,Holly,33-7,Processed,2025-02-01T18:17:04.662539
,Football,Fenton,Haslett,21-14,Processed,2025-02-01T18:17:04.706888
,Football,Flat Rock,Grosse Ile,50-0,Processed,2025-02-01T18:17:04.747554
,Football,Flint Hamady,Detroit Mumford,60-0,Processed,2025-02-01T18:17:04.789556
,Football,Fowlerville,Marshall,47-14,Processed,2025-02-01T18:17:04.834561
,Football,Frankfort,Maple City Glen Lake,7-50,Processed,2025-02-01T18:17:04.879469
,Football,Fremont,Manistee,12-22,Processed,2025-02-01T18:17:04.926091
,Football,Fruitport,Big Rapids,14-41,Processed,2025-02-01T18:17:04.973027
,Football,Galesburg-Augusta,Cassopolis,51-6,Processed,2025-02-01T18:17:05.019032
,Football,Garden City,Dearborn Heights Annapolis,64-20,Processed,2025-02-01T18:17:05.061750
,Football,Gaylord,Kingsley,0-16,Processed,2025-02-01T18:17:05.105326
,Football,Gibraltar Carlson,Dearborn Edsel Ford,56-14,Processed,2025-02-01T18:17:05.152072
,Football,Gladwin,Beaverton,55-14,Processed,2025-02-01T18:17:05.192364
,Football,Grand Blanc,Flint Carman-Ainsworth,35-14,Processed,2025-02-01T18:17:05.234548
,Football,Grand Haven,Traverse City West,20-35,Processed,2025-02-01T18:17:05.274502
,Football,Grand Rapids Catholic Central,Hamilton St Thomas More (CN),34-7,Processed,2025-02-01T18:17:05.314654
,Football,Grand Rapids Christian,Grand Rapids Union,37-6,Processed,2025-02-01T18:17:05.359449
,Football,Grandville,Davison,37-41,Processed,2025-02-01T18:17:05.398588
,Football,Grant,Howard City Tri County,6-56,Processed,2025-02-01T18:17:05.439906
,Football,Grass Lake,Brooklyn Columbia Central,47-20,Processed,2025-02-01T18:17:05.484419
,Football,Greenville,Ada Forest Hills Eastern,7-35,Processed,2025-02-01T18:17:05.524415
,Football,Greenville,Grand Rapids Forest Hills Northern,,Processed,2025-02-01T18:17:05.558933
,Football,Grosse Pointe North,Warren Cousino,22-28,Processed,2025-02-01T18:17:05.614207
,Football,Grosse Pointe South,Romeo,34-16,Processed,2025-02-01T18:17:05.660722
,Football,Hamilton,St Johns,26-27,Processed,2025-02-01T18:17:05.700724
,Football,Hammond Morton (IN),Akron Tippecanoe Valley (IN),23-35,Processed,2025-02-01T18:17:05.740727
,Football,Harbor Springs,Farwell,15-19,Processed,2025-02-01T18:17:05.780238
,Football,Harper Woods Chandler Park,Romulus Summit Academy North,0-27,Processed,2025-02-01T18:17:05.823238
,Football,Harrison,White Cloud,42-22,Processed,2025-02-01T18:17:05.864752
,Football,Hazel Park,Marysville,14-31,Processed,2025-02-01T18:17:05.907753
,Football,Hemlock,Cass City,13-45,Processed,2025-02-01T18:17:05.951419
,Football,Hesperia,Holton,54-0,Processed,2025-02-01T18:17:05.994708
,Football,Holland West Ottawa,Zeeland West,22-42,Processed,2025-02-01T18:17:06.040928
,Football,"Houghton Lake
Hall of Fame Night",LeRoy Pine River,44-27,Processed,2025-02-01T18:17:06.084893
,Football,Hudson,Dowagiac,38-16,Processed,2025-02-01T18:17:06.128118
,Football,Hudsonville,East Lansing,14-12,Processed,2025-02-01T18:17:06.169633
,Football,Hudsonville Unity Christian,Grayling,37-7,Processed,2025-02-01T18:17:06.213634
,Football,Hurricane (WV),Huntington Spring Valley (WV),63-48,Processed,2025-02-01T18:17:06.258637
,Football,Ida,Ottawa Lake Whiteford,21-6,Processed,2025-02-01T18:17:06.300043
,Football,Imlay City,Almont,15-45,Processed,2025-02-01T18:17:06.340048
,Football,Ishpeming Westwood,Calumet,14-30,Processed,2025-02-01T18:17:06.379557
,Football,Jackson,Lansing Waverly,41-12,Processed,2025-02-01T18:17:06.419557
,Football,Jenison,Grand Rapids Forest Hills Northern,6-28,Processed,2025-02-01T18:17:06.460074
,Football,Johannesburg-Lewiston,East Jordan,6-63,Processed,2025-02-01T18:17:06.501281
,Football,Kalamazoo Central,Sturgis,48-0,Processed,2025-02-01T18:17:06.542286
,Football,Kalamazoo Loy Norrix,Grand Rapids Ottawa Hills,32-0,Processed,2025-02-01T18:17:06.581798
,Football,Kansas Lakota (OH),Northwood (OH),17-30,Processed,2025-02-01T18:17:06.621798
,Football,Kent City,Wyoming Godwin Heights,22-8,Processed,2025-02-01T18:17:06.661314
,Football,Kewaunee (WI),Oconto (WI),35-8,Processed,2025-02-01T18:17:06.702315
,Football,Kingsford,Houghton,28-8,Processed,2025-02-01T18:17:06.742475
,Football,LaGrange Lakeland (IN),LaGrange Prairie Heights (IN),48-6,Processed,2025-02-01T18:17:06.781984
,Football,Laingsburg,Perry,12-6,Processed,2025-02-01T18:17:06.822984
,Football,Lake City,Evart,38-27,Processed,2025-02-01T18:17:06.863502
,Football,Lake Fenton,Hillsdale,32-6,Processed,2025-02-01T18:17:06.907502
,Football,Lakeview,Saugatuck,13-50,Processed,2025-02-01T18:17:06.952017
,Football,Lansing Sexton,Lansing Catholic,13-9,Processed,2025-02-01T18:17:06.994016
,Football,Leslie,Homer,55-6,Processed,2025-02-01T18:17:07.039314
,Football,Lima Perry (OH),Pioneer North Central (OH),34-0,Processed,2025-02-01T18:17:07.086583
,Football,Linden,Goodrich,7-47,Processed,2025-02-01T18:17:07.134155
,Football,Livonia Franklin,Dearborn Fordson,28-17,Processed,2025-02-01T18:17:07.179238
,Football,Livonia Stevenson,Belleville,6-44,Processed,2025-02-01T18:17:07.224610
,Football,Lowell,Mattawan,28-0,Processed,2025-02-01T18:17:07.268565
,Football,Lucas (OH),Smithville (OH),25-30,Processed,2025-02-01T18:17:07.309141
,Football,Ludington,Mason County Central,43-50,Processed,2025-02-01T18:17:07.351658
,Football,Lutheran Westland,Royal Oak Shrine Catholic,7-14,Processed,2025-02-01T18:17:07.392206
,Football,Macomb Dakota,Macomb L'Anse Creuse North,50-6,Processed,2025-02-01T18:17:07.434211
,Football,Macomb Lutheran North,Livonia Clarenceville,49-6,Processed,2025-02-01T18:17:07.473721
,Football,Madison Heights Bishop Foley,Detroit Pershing,6-67,Processed,2025-02-01T18:17:07.514721
,Football,Madison Heights Madison,Marine City,14-55 Forfeit,Processed,2025-02-01T18:17:07.555658
,Football,Manchester,Addison,20-8,Processed,2025-02-01T18:17:07.595659
,Football,Manistique,Gwinn,35-0,Processed,2025-02-01T18:17:07.636663
,Football,Marlette,Sandusky,54-44,Processed,2025-02-01T18:17:07.676172
,Football,Mason,DeWitt,21-55,Processed,2025-02-01T18:17:07.716172
,Football,Maumee (OH),Toledo Bowsher (OH),56-18,Processed,2025-02-01T18:17:07.757690
,Football,McBain,Manton,57-0,Processed,2025-02-01T18:17:07.797838
,Football,Medina (OH),Wadsworth (OH),7-51,Processed,2025-02-01T18:17:07.838843
,Football,Melvindale,Dearborn Heights Robichaud,0-34,Processed,2025-02-01T18:17:07.880354
,Football,Menominee,Hancock,63-0,Processed,2025-02-01T18:17:07.926352
,Football,Mentor (OH),Erie McDowell (PA),50-14,Processed,2025-02-01T18:17:07.968873
,Football,Metamora Evergreen (OH),Rossford (OH),36-6,Processed,2025-02-01T18:17:08.011873
,Football,Michigan Center,Hanover-Horton,20-21,Processed,2025-02-01T18:17:08.054384
,Football,Middleville Thornapple Kellogg,Grand Rapids Kenowa Hills,12-28,Processed,2025-02-01T18:17:08.097711
,Football,Midland Dow,Saginaw Heritage,27-28 (OT),Processed,2025-02-01T18:17:08.138715
,Football,Monroe,Ann Arbor Huron,6-19,Processed,2025-02-01T18:17:08.178225
,Football,Monroe Jefferson,Milan,20-34,Processed,2025-02-01T18:17:08.225224
,Football,Monroe St Mary Catholic Central,New Boston Huron,36-8,Processed,2025-02-01T18:17:08.267742
,Football,Montague,Muskegon Oakridge,14-7,Processed,2025-02-01T18:17:08.309742
,Football,Montrose,Birch Run,24-14,Processed,2025-02-01T18:17:08.352260
,Football,Morley Stanwood,Kalkaska,14-20,Processed,2025-02-01T18:17:08.394257
,Football,Morral Ridgedale (OH),Mt Victory Ridgemont (OH),8-14,Processed,2025-02-01T18:17:08.438262
,Football,Morris (IL),Joliet West (IL),31-17,Processed,2025-02-01T18:17:08.481777
,Football,Mount Clemens,Detroit Community,14-6,Processed,2025-02-01T18:17:08.521777
,Football,Mount Pleasant,Saginaw United,34-6,Processed,2025-02-01T18:17:08.561292
,Football,Muskegon Catholic Central,Riverview Gabriel Richard,0-27,Processed,2025-02-01T18:17:08.604633
,Football,Muskegon Orchard View,Whitehall,7-54,Processed,2025-02-01T18:17:08.645639
,Football,Muskegon Reeths-Puffer,Caledonia,7-35,Processed,2025-02-01T18:17:08.686149
,Football,Napoleon,Jonesville,24-22,Processed,2025-02-01T18:17:08.725149
,Football,"Negaunee
Parent's Night",Gladstone,28-7,Processed,2025-02-01T18:17:08.765665
,Football,New Baltimore Anchor Bay,Roseville,66-65 (OT),Processed,2025-02-01T18:17:08.805665
,Football,New Haven,St Clair Shores South Lake,6-55,Processed,2025-02-01T18:17:08.847177
,Football,New Lothrop,Durand,16-22,Processed,2025-02-01T18:17:08.891184
,Football,Newmarket Huron Heights (CN),Brantford St Johns College (CN),45-7,Processed,2025-02-01T18:17:08.933189
,Football,Niles,Stevensville Lakeshore,46-0,Processed,2025-02-01T18:17:08.975698
,Football,Niles Brandywine,Watervliet,8-30,Processed,2025-02-01T18:17:09.019699
,Football,North Branch,Algonac,56-0,Processed,2025-02-01T18:17:09.064219
,Football,North Farmington,Ferndale,12-20,Processed,2025-02-01T18:17:09.109218
,Football,Novi,Hartland,20-7,Processed,2025-02-01T18:17:09.153082
,Football,Oak Park,Royal Oak,19-7,Processed,2025-02-01T18:17:09.193245
,Football,Okemos,Clio,35-0,Processed,2025-02-01T18:17:09.234251
,Football,Orchard Lake St Mary's,Toledo St John's Jesuit (OH),47-0,Processed,2025-02-01T18:17:09.274761
,Football,Ortonville Brandon,Detroit Denby,19-14,Processed,2025-02-01T18:17:09.321501
,Football,Oscoda,Charlevoix,14-35,Processed,2025-02-01T18:17:09.364327
,Football,Otsego,Kalamazoo Hackett Catholic Prep,0-19,Processed,2025-02-01T18:17:09.411922
,Football,Ovid-Elsie,Mt Morris,65-35,Processed,2025-02-01T18:17:09.458530
,Football,Owosso,Bloomfield Hills Cranbrook Kingswood,56-20,Processed,2025-02-01T18:17:09.506160
,Football,Oxford,Harper Woods,38-0,Processed,2025-02-01T18:17:09.551675
,Football,Parchment,Coloma,42-0,Processed,2025-02-01T18:17:09.591674
,Football,Paw Paw,Berrien Springs,49-15,Processed,2025-02-01T18:17:09.634457
,Football,Petoskey,Bay City Western,40-6,Processed,2025-02-01T18:17:09.673439
,Football,Pewamo-Westphalia,Bath,42-6,Processed,2025-02-01T18:17:09.712439
,Football,Pickerington Central (OH),Pickerington North (OH),27-38,Processed,2025-02-01T18:17:09.754957
,Football,Pinckney,Corunna,20-35,Processed,2025-02-01T18:17:09.793957
,Football,Pinconning,Flint Southwestern,56-0,Processed,2025-02-01T18:17:09.832961
,Football,Plymouth,Northville,7-35,Processed,2025-02-01T18:17:09.873476
,Football,Pontiac Notre Dame Prep,Jackson Lumen Christi,28-24,Processed,2025-02-01T18:17:09.915476
,Football,Port Huron Northern,Madison Heights Lamphere,13-21,Processed,2025-02-01T18:17:09.968004
,Football,Portage Central,Grand Rapids Forest Hills Central,0-7,Processed,2025-02-01T18:17:10.012004
,Football,Portage Northern,Midland,37-7,Processed,2025-02-01T18:17:10.055526
,Football,Portland,Olivet,26-6,Processed,2025-02-01T18:17:10.097525
,Football,Potterville,Dansville,36-21,Processed,2025-02-01T18:17:10.140533
,Football,Quincy,Reading,18-30,Processed,2025-02-01T18:17:10.181437
,Football,Ravenna,Hart,29-6,Processed,2025-02-01T18:17:10.222438
,Football,Redford Thurston,Dearborn Heights Crestwood,19-12,Processed,2025-02-01T18:17:10.260963
,Football,Redford Union,Romulus,13-0,Processed,2025-02-01T18:17:10.301963
,Football,Remus Chippewa Hills,Reed City,30-65,Processed,2025-02-01T18:17:10.341971
,Football,River Rouge,Muskegon Mona Shores,6-21,Processed,2025-02-01T18:17:10.386485
,Football,Riverview,Carleton Airport,36-7,Processed,2025-02-01T18:17:10.427485
,Football,Rochester,Rochester Adams,0-28,Processed,2025-02-01T18:17:10.468008
,Football,Rochester Hills Lutheran Northwest,Detroit Douglass,35-0,Processed,2025-02-01T18:17:10.509161
,Football,Rochester Hills Stoney Creek,Lake Orion,13-42,Processed,2025-02-01T18:17:10.549682
,Football,Rockford,Muskegon,28-21,Processed,2025-02-01T18:17:10.591681
,Football,Roscommon,Beal City,0-42,Processed,2025-02-01T18:17:10.631863
,Football,Saginaw Michigan Lutheran Seminary,International Academy of Flint,61-0,Processed,2025-02-01T18:17:10.672382
,Football,Saginaw Nouvel Catholic Central,Onsted,28-6,Processed,2025-02-01T18:17:10.711708
,Football,Saginaw Swan Valley,Frankenmuth,27-63,Processed,2025-02-01T18:17:10.751359
,Football,Saginaw Valley Lutheran,St Louis,20-0,Processed,2025-02-01T18:17:10.794358
,Football,Sanford Meridian,Clare,0-43,Processed,2025-02-01T18:17:10.839363
,Football,Saranac,Fowler,15-53,Processed,2025-02-01T18:17:10.882872
,Football,Sault Ste Marie,Cheboygan,12-35,Processed,2025-02-01T18:17:10.926874
,Football,Schoolcraft,Centreville,28-6,Processed,2025-02-01T18:17:10.971399
,Football,Shelby,North Muskegon,7-43,Processed,2025-02-01T18:17:11.013557
,Football,Shepherd,Millington,0-54,Processed,2025-02-01T18:17:11.059073
,Football,South Haven,Holland,56-28,Processed,2025-02-01T18:17:11.102289
,Football,South Lyon,Waterford Mott,16-14,Processed,2025-02-01T18:17:11.144616
,Football,South Lyon East,Milford,6-21,Processed,2025-02-01T18:17:11.185440
,Football,Southfield Arts & Technology,Clarkston,0-48,Processed,2025-02-01T18:17:11.228438
,Football,Southfield Bradford Academy,Detroit Leadership Academy,24-32,Processed,2025-02-01T18:17:11.271965
