Alias_Name,GameCount,Standardized_Name
Kerkhoven-Murdock-Sunburg (MN),392,Kerkhoven-Murdock-Sunburg (MN)
Kimball Area (MN),454,Kimball Area (MN)
Kittson County (MN),1,Kittson County Central (MN)
Kittson County Central (MN),2,Kittson County Central (MN)
La Crescent (MN),457,La Crescent (MN)
La Crescent La Crescent (MN),16,La Crescent (MN)
Lake Benton (MN),211,Lake Benton (MN)
LakeBenton-Lincoln (MN),3,Lake Benton-Lincoln H I (MN)
Lake City (MN),489,Lake City (MN)
Lake Crystal (MN),135,Lake Crystal (MN)
Lake Crystal Lake Crystal (MN),14,Lake Crystal (MN)
Lake Crystal-Wellcome Memorial (MN),282,Lake Crystal-Wellcome Memorial (MN)
Lake Park (MN),120,Lake Park (MN)
Lake Park Lake Park (MN),18,Lake Park (MN)
Lake Park-Audubon (MN),273,Lake Park-Audubon (MN)
Lakefield (MN),133,Lakefield (MN)
Lakeville (MN),398,Lakeville (MN)
Lakeville North (MN),237,Lakeville North (MN)
Lakeville South (MN),238,Lakeville South (MN)
Lamberton (MN),102,Lamberton (MN)
Lamberton Red Rock (MN),18,Lamberton Red Rock Central (MN)
Lamberton Red Rock Central (MN),313,Lamberton Red Rock Central (MN)
Lancaster (MN),104,Lancaster (MN)
Lanesboro (MN),487,Lanesboro (MN)
Laporte (MN),250,Laporte (MN)
Le Center (MN),355,Le Center (MN)
Le Sueur (MN),166,Le Sueur (MN)
Le Sueur-Henderson (MN),298,Le Sueur-Henderson (MN)
Leroy Ostrander (MN),2,LeRoy-Ostrander (MN)
LeRoy-Ostrander (MN),466,LeRoy-Ostrander (MN)
Lester Prairie-Holy Trinity (MN),494,Lester Prairie-Holy Trinity (MN)
Lewiston Altura (MN),16,Lewiston-Altura (MN)
Lewiston-Altura (MN),381,Lewiston-Altura (MN)
Lincoln H I (MN),78,Lincoln H I (MN)
Lincoln HI (MN),12,Lincoln H I (MN)
Lindstrom Chisago Lakes (MN),3,Lindstrom Chisago Lakes Area (MN)
Lindstrom Chisago Lakes Area (MN),452,Lindstrom Chisago Lakes Area (MN)
Lindstrom-Center (MN),4,Lindstrom-Center City (MN)
Lindstrom-Center City (MN),1,Lindstrom-Center City (MN)
Litchfield (MN),518,Litchfield (MN)
Little Falls (MN),517,Little Falls (MN)
Little Falls North Star Christian (MN),1,Little Falls-North Star Christian (MN)
Little Falls-North Star Christian (MN),2,Little Falls-North Star Christian (MN)
Littlefork-Big Falls (MN),394,Littlefork-Big Falls (MN)
Long Lake Orono (MN),550,Long Lake Orono (MN)
Long Prairie (MN),185,Long Prairie (MN)
Long Prairie Long Prairie (MN),14,Long Prairie (MN)
Long Prarie (MN),1,Long Prairie (MN)
Long Prairie-Grey Eagle (MN),244,Long Prairie-Grey Eagle (MN)
Luverne (MN),591,Luverne (MN)
Lye (MN),1,Lyle (MN)
Lyle (MN),216,Lyle (MN)
