Alias_Name,GameCount,Standardized_Name
Viroqua-Cornerstone Christian Academy-Youth Initiatve (WI),9,Viroqua-Cornerstone Christian Academy-Youth Initiatve (WI)
Wabeno Laona (WI),13,Wabeno-Laona (WI)
Wabeno-Laona (WI),261,Wabeno-Laona (WI)
Wales Kettle Moraine (WI),487,Wales Kettle Moraine (WI)
Walworth Big Foot (WI),493,Walworth Big Foot (WI)
Washburn-Bayfield-Solon Springs (WI),271,Washburn-Bayfield-Solon Springs (WI)
Washington-Milwaukee Academy of Science (WI),14,Washington-Milwaukee Academy of Science-CEO Leadership Academy (WI)
Washington-Milwaukee Academy of Science-CEO Leadership Academy (WI),271,Washington-Milwaukee Academy of Science-CEO Leadership Academy (WI)
Waterford (WI),510,Waterford (WI)
Waterloo (WI),540,Waterloo (WI)
Watertown (WI),583,Watertown (WI)
